east_ae,north_ae,subplot_id,year,network,site,plot,subplot,EVG,EVG_Na,EVG_Phys,SAFSRM,soil_depth,tree_live_ttl_bio,tree_fol_bio,tree_live_1hr_bio,tree_live_10hr_bio,tree_live_100hr_bio,tree_live_1000hr_bio,tree_dead_1hr_bio,tree_dead_10hr_bio,shrub_bio_ttl,shrub_1hr,shrub_10hr,dwd_fuel_10h,dwd_fuel_100h,,dwd_fuel_1000h_s,,dwd_fuel_1000h_r,,tree_ltr_ld,tree_duff_ld,tree_ltr_depth,tree_duff_depth,herb_fuel_live_wd,herb_fuel_dead_wd,ispace_litter_load_wd,herb_fuel_stand_wd,herb_fuel_live_ss,herb_fuel_dead_ss,ispace_litter_load_ss,herb_fuel_stand_ss
-1382158.24767000000,427543.29850400000,JP-ON-CC027,16,JP,ONJ,control,27,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,NA,12.744,3.675,0.646,1.499,2.476,4.448,0.401,0.229,-1.7,-0.712,-0.933,0.222,551,0.551,329,0.329,0,0,NA,NA,NA,NA,0.221,0.115,0.931,NA,0.415,0.215,1.745,NA
-1382105.66853000000,427536.78534000000,JP-ON-CC028,6,JP,ONJ,control,28,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,12.833,3.129,0.547,1.307,2.493,5.357,0.477,0.272,0,0,0,0.457,772,0.772,0,0,0,0,10.665,4.716,3.2,0.9,0.123,0.139,0.067,NA,0.23,0.26,0.125,NA
-1382105.66853000000,427536.78534000000,JP-ON-CC028,7,JP,ONJ,control,28,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.234,-0.387,-0.552,0.568,662,0.662,0,0,0,0,15.553,NA,3.7,0,0.176,0.085,0.021,NA,0.33,0.16,0.04,NA
-1382105.66853000000,427536.78534000000,JP-ON-CC028,8,JP,ONJ,control,28,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.401,-0.14,-0.185,0.79,441,0.441,0,0,0,0,NA,NA,NA,NA,0.096,0.224,0.12,NA,0.18,0.42,0.225,NA
-1382105.66853000000,427536.78534000000,JP-ON-CC028,9,JP,ONJ,control,28,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.969,-0.305,-0.425,0.222,331,0.331,0,0,0,0,NA,NA,NA,NA,0.269,0.125,0.075,NA,0.505,0.235,0.14,NA
-1382105.66853000000,427536.78534000000,JP-ON-CC028,10,JP,ONJ,control,28,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.085,0.029,0.011,NA,0.16,0.055,0.02,NA
-1382105.66853000000,427536.78534000000,JP-ON-CC028,11,JP,ONJ,control,28,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.005,0,0,NA,0.01,0,0,NA
-1382105.66853000000,427536.78534000000,JP-ON-CC028,12,JP,ONJ,control,28,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.607,-0.301,-0.341,0.665,1764,1.764,0,0,0,0,NA,NA,NA,NA,0.115,0.235,0.035,NA,0.215,0.44,0.065,NA
-1382105.66853000000,427536.78534000000,JP-ON-CC028,13,JP,ONJ,control,28,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.243,0.08,0.037,NA,0.455,0.15,0.07,NA
-1382105.66853000000,427536.78534000000,JP-ON-CC028,14,JP,ONJ,control,28,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.179,0.093,NA,NA,0.335,0.175,NA,NA
-1382105.66853000000,427536.78534000000,JP-ON-CC028,16,JP,ONJ,control,28,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,15.432,3.52,0.615,1.475,2.998,6.824,0.609,0.348,-0.866,-0.53,-0.562,0.388,772,0.772,0,0,0,0,NA,NA,NA,NA,0.091,0.008,0.571,NA,0.17,0.015,1.07,NA
-1382105.66853000000,427536.78534000000,JP-ON-CC028,17,JP,ONJ,control,28,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,NA,NA,0.003,0.141,NA,NA,0.005,0.265
-1382053.76765000000,427528.49218600000,JP-ON-CC029,6,JP,ONJ,control,29,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,4.819,1.432,0.253,0.579,0.936,1.619,0.146,0.083,0,0,0,0.582,331,0.331,211,0.211,0,0,5.266,1.401,3.2,0.6,0.152,0.165,0.133,NA,0.285,0.31,0.25,NA
-1382053.76765000000,427528.49218600000,JP-ON-CC029,7,JP,ONJ,control,29,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.347,-2.837,-3.492,0.624,441,0.441,266,0.266,0,0,3.35,NA,1.7,0,0.4,0.536,0.16,NA,0.75,1.005,0.3,NA
-1382053.76765000000,427528.49218600000,JP-ON-CC029,8,JP,ONJ,control,29,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.243,-1.298,-1.998,0.624,221,0.221,0,0,0,0,NA,NA,NA,NA,0.149,0.264,0.48,NA,0.28,0.495,0.9,NA
-1382053.76765000000,427528.49218600000,JP-ON-CC029,9,JP,ONJ,control,29,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.549,-2.638,-3.395,0.457,772,0.772,211,0.211,0,0,NA,NA,NA,NA,0.205,0.12,0.056,NA,0.385,0.225,0.105,NA
-1382053.76765000000,427528.49218600000,JP-ON-CC029,10,JP,ONJ,control,29,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.285,0.229,0.04,NA,0.535,0.43,0.075,NA
-1382053.76765000000,427528.49218600000,JP-ON-CC029,12,JP,ONJ,control,29,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.844,-1.687,-1.827,0.582,1103,1.103,0,0,0,0,NA,NA,NA,NA,0.069,0.155,0.035,NA,0.13,0.29,0.065,NA
-1382053.76765000000,427528.49218600000,JP-ON-CC029,16,JP,ONJ,control,29,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,4.485,1.42,0.251,0.569,0.871,1.374,0.125,0.071,-2.642,-1.313,-1.573,0.402,331,0.331,0,0,0,0,NA,NA,NA,NA,0.397,0.085,0.336,NA,0.745,0.16,0.63,NA
-1382263.15262000000,427616.27946600000,JP-ON-CC030,6,JP,ONJ,control,30,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,14.038,3.973,0.699,1.62,2.727,5.019,0.451,0.257,0,0,0,1.04,772,0.772,329,0.329,0,0,8.461,1.433,2.7,0.3,0.043,0.024,0.011,NA,0.08,0.045,0.02,NA
-1382263.15262000000,427616.27946600000,JP-ON-CC030,7,JP,ONJ,control,30,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.23,-0.597,-0.701,0.776,1103,1.103,329,0.329,0,0,14.235,NA,3.6,0,0.165,0.336,0.085,NA,0.31,0.63,0.16,NA
-1382263.15262000000,427616.27946600000,JP-ON-CC030,8,JP,ONJ,control,30,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.867,-0.426,-0.491,1.053,2206,2.206,1214,1.214,0,0,NA,NA,NA,NA,0.149,0.176,0.144,NA,0.28,0.33,0.27,NA
-1382263.15262000000,427616.27946600000,JP-ON-CC030,9,JP,ONJ,control,30,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.363,-0.61,-0.741,0.291,772,0.772,1171,1.171,0,0,NA,NA,NA,NA,0.211,0.08,0.04,NA,0.395,0.15,0.075,NA
-1382263.15262000000,427616.27946600000,JP-ON-CC030,10,JP,ONJ,control,30,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.16,0.051,0.011,NA,0.3,0.095,0.02,NA
-1382263.15262000000,427616.27946600000,JP-ON-CC030,12,JP,ONJ,control,30,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216,0.253,0.22,0.513,1764,1.764,0,0,0,0,NA,NA,NA,NA,0.085,0.195,0,NA,0.16,0.365,0,NA
-1382263.15262000000,427616.27946600000,JP-ON-CC030,16,JP,ONJ,control,30,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,21.059,5.615,0.983,2.326,4.091,8.044,0.72,0.411,-1.302,-0.591,-0.722,0.347,772,0.772,539,0.539,696,0.696,NA,NA,NA,NA,0.101,0.035,0.443,NA,0.19,0.065,0.83,NA
-1382091.56921000000,427595.77613000000,JP-ON-CC033,6,JP,ONJ,control,33,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,9.378,2.626,0.461,1.077,1.822,3.392,0.305,0.174,0,0,0,0.596,882,0.882,872,0.872,0,0,9.021,0.383,4.3,0.1,0.155,0.136,0.04,NA,0.29,0.255,0.075,NA
-1382091.56921000000,427595.77613000000,JP-ON-CC033,7,JP,ONJ,control,33,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.727,-0.42,-0.487,0.374,882,0.882,474,0.474,456,0.456,10.192,NA,4.7,0,0.109,0.176,0.104,NA,0.205,0.33,0.195,NA
-1382091.56921000000,427595.77613000000,JP-ON-CC033,8,JP,ONJ,control,33,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.175,-0.345,-0.546,1.012,441,0.441,0,0,0,0,NA,NA,NA,NA,0.245,0.24,0.251,NA,0.46,0.45,0.47,NA
-1382091.56921000000,427595.77613000000,JP-ON-CC033,9,JP,ONJ,control,33,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.359,-0.502,-0.724,0.416,110,0.11,266,0.266,0,0,NA,NA,NA,NA,0.371,0.331,0.149,NA,0.695,0.62,0.28,NA
-1382091.56921000000,427595.77613000000,JP-ON-CC033,10,JP,ONJ,control,33,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.395,0.149,0.061,NA,0.74,0.28,0.115,NA
-1382091.56921000000,427595.77613000000,JP-ON-CC033,12,JP,ONJ,control,33,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46,-0.362,-0.368,1.026,5073,5.073,421,0.421,0,0,NA,NA,NA,NA,0.104,0.275,0.029,NA,0.195,0.515,0.055,NA
-1382091.56921000000,427595.77613000000,JP-ON-CC033,16,JP,ONJ,control,33,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,15.038,4.041,0.708,1.673,2.921,5.695,0.51,0.291,-1.169,-0.383,-0.634,0.582,221,0.221,161,0.161,483,0.483,NA,NA,NA,NA,0.363,0.056,0.693,NA,0.68,0.105,1.3,NA
-1382248.64010000000,427683.25643300000,JP-ON-CC035,6,JP,ONJ,control,35,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,21.301,5.608,0.981,2.329,4.138,8.245,0.737,0.421,0,0,0,0.541,1213,1.213,0,0,298,0.298,8.442,4.361,2.2,0.5,0.075,0.059,0.019,NA,0.14,0.11,0.035,NA
-1382248.64010000000,427683.25643300000,JP-ON-CC035,7,JP,ONJ,control,35,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.973,0.501,0.584,0.541,221,0.221,0,0,0,0,19.552,NA,4,0,0.056,0.04,0.005,NA,0.105,0.075,0.01,NA
-1382248.64010000000,427683.25643300000,JP-ON-CC035,8,JP,ONJ,control,35,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.209,0.342,0.511,0.665,882,0.882,0,0,0,0,NA,NA,NA,NA,0.056,0.029,0.016,NA,0.105,0.055,0.03,NA
-1382248.64010000000,427683.25643300000,JP-ON-CC035,9,JP,ONJ,control,35,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.953,-0.353,-0.475,0.277,331,0.331,0,0,0,0,NA,NA,NA,NA,0.109,0.021,0.016,NA,0.205,0.04,0.03,NA
-1382248.64010000000,427683.25643300000,JP-ON-CC035,10,JP,ONJ,control,35,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.144,0.029,0.011,NA,0.27,0.055,0.02,NA
-1382248.64010000000,427683.25643300000,JP-ON-CC035,12,JP,ONJ,control,35,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.448,-0.439,-0.413,1.719,3088,3.088,0,0,0,0,NA,NA,NA,NA,0.035,0.08,0,NA,0.065,0.15,0,NA
-1382248.64010000000,427683.25643300000,JP-ON-CC035,16,JP,ONJ,control,35,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,35.31,8.493,1.48,3.568,6.859,14.91,1.326,0.757,-0.551,-0.452,-0.447,0.18,110,0.11,0,0,0,0,NA,NA,NA,NA,0.115,0.011,1.008,NA,0.215,0.02,1.89,NA
-1382134.47718000000,427683.46314100000,JP-ON-CC037,6,JP,ONJ,control,37,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,17.783,4.906,0.861,2.015,3.454,6.547,0.587,0.335,0,0,0,0.305,331,0.331,0,0,0,0,23.436,4.355,4.3,0.5,0.032,0.016,0.016,NA,0.06,0.03,0.03,NA
-1382134.47718000000,427683.46314100000,JP-ON-CC037,7,JP,ONJ,control,37,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.509,0.149,0.236,0.194,221,0.221,0,0,730,0.73,26.522,NA,5.3,0,0.04,0.045,0.021,NA,0.075,0.085,0.04,NA
-1382134.47718000000,427683.46314100000,JP-ON-CC037,8,JP,ONJ,control,37,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.601,0.14,0.258,0.291,110,0.11,0,0,0,0,NA,NA,NA,NA,0.024,0.029,0.011,NA,0.045,0.055,0.02,NA
-1382134.47718000000,427683.46314100000,JP-ON-CC037,9,JP,ONJ,control,37,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.504,-0.12,-0.22,0.194,110,0.11,0,0,0,0,NA,NA,NA,NA,0.069,0.016,0.021,NA,0.13,0.03,0.04,NA
-1382134.47718000000,427683.46314100000,JP-ON-CC037,10,JP,ONJ,control,37,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.064,0.045,0.005,NA,0.12,0.085,0.01,NA
-1382134.47718000000,427683.46314100000,JP-ON-CC037,12,JP,ONJ,control,37,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29,-0.192,-0.21,0.665,1323,1.323,0,0,0,0,NA,NA,NA,NA,0.035,0.075,0,NA,0.065,0.14,0,NA
-1382134.47718000000,427683.46314100000,JP-ON-CC037,16,JP,ONJ,control,37,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,25.466,6.433,1.124,2.677,4.947,10.285,0.918,0.524,-0.599,-0.183,-0.288,0.055,0,0,0,0,0,0,NA,NA,NA,NA,0.032,0.003,0.024,NA,0.06,0.005,0.045,NA
-1382082.56137000000,427660.15087900000,JP-ON-CC038,6,JP,ONJ,control,38,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,8.18,2.284,0.401,0.939,1.589,2.967,0.267,0.152,0,0,0,0.471,2206,2.206,5440,5.44,0,0,5.028,0.217,2.8,0.1,0.125,0.157,0.051,NA,0.235,0.295,0.095,NA
-1382082.56137000000,427660.15087900000,JP-ON-CC038,7,JP,ONJ,control,38,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.588,-0.933,-1.343,0.707,882,0.882,0,0,0,0,8.057,NA,3.7,0,0.12,0.296,0.069,NA,0.225,0.555,0.13,NA
-1382082.56137000000,427660.15087900000,JP-ON-CC038,8,JP,ONJ,control,38,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.021,-0.949,-1.679,0.845,331,0.331,0,0,0,0,NA,NA,NA,NA,0.155,0.16,0.216,NA,0.29,0.3,0.405,NA
-1382082.56137000000,427660.15087900000,JP-ON-CC038,9,JP,ONJ,control,38,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.217,-0.79,-1.361,1.026,1323,1.323,0,0,0,0,NA,NA,NA,NA,0.624,0.091,0.155,NA,1.17,0.17,0.29,NA
-1382082.56137000000,427660.15087900000,JP-ON-CC038,10,JP,ONJ,control,38,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.229,0.109,0.029,NA,0.43,0.205,0.055,NA
-1382082.56137000000,427660.15087900000,JP-ON-CC038,12,JP,ONJ,control,38,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.652,0.592,0.56,0.374,2757,2.757,0,0,0,0,NA,NA,NA,NA,0.085,0.144,0.024,NA,0.16,0.27,0.045,NA
-1382082.56137000000,427660.15087900000,JP-ON-CC038,16,JP,ONJ,control,38,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,13.096,3.268,0.571,1.366,2.544,5.347,0.477,0.272,-1.894,-1.645,-1.615,1.026,1764,1.764,421,0.421,0,0,NA,NA,NA,NA,0.149,0.08,0.184,NA,0.28,0.15,0.345,NA
-1383075.03388000000,424192.12245200000,JP-ON-MC002,6,JP,ONJ,mech,2,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,16.363,4.801,0.843,1.97,3.179,5.57,0.504,0.288,0,0,0,0.707,331,0.331,0,0,0,0,13.949,24.335,3.1,2.1,0.08,0.123,0.101,NA,0.15,0.23,0.19,NA
-1383075.03388000000,424192.12245200000,JP-ON-MC002,7,JP,ONJ,mech,2,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138,0.036,0.056,2.301,3198,3.198,6341,6.341,0,0,8.544,NA,1.6,0,0.285,0.261,0.056,NA,0.535,0.49,0.105,NA
-1383075.03388000000,424192.12245200000,JP-ON-MC002,8,JP,ONJ,mech,2,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.204,2316,2.316,1872,1.872,0,0,NA,NA,NA,NA,0.869,0.189,0.096,NA,1.63,0.355,0.18,NA
-1383075.03388000000,424192.12245200000,JP-ON-MC002,9,JP,ONJ,mech,2,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.245,2536,2.536,3835,3.835,0,0,NA,NA,NA,NA,0.944,0.2,0.131,NA,1.77,0.375,0.245,NA
-1383075.03388000000,424192.12245200000,JP-ON-MC002,10,JP,ONJ,mech,2,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1.44,1.149,0.365,NA,2.7,2.155,0.685,NA
-1383075.03388000000,424192.12245200000,JP-ON-MC002,12,JP,ONJ,mech,2,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.693,1875,1.875,6095,6.095,0,0,NA,NA,NA,NA,0.341,0.24,0.013,NA,0.64,0.45,0.025,NA
-1383075.03388000000,424192.12245200000,JP-ON-MC002,16,JP,ONJ,mech,2,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,0.256,0.126,0.024,0.043,0.05,0.013,0.001,0.001,0,0,0,4.324,8271,8.271,4924,4.924,0,0,NA,NA,NA,NA,0.571,0.192,0.403,NA,1.07,0.36,0.755,NA
-1382932.64544000000,424150.37720700000,JP-ON-MC004,6,JP,ONJ,mech,4,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,11.363,3.27,0.576,1.326,2.207,3.984,0.358,0.204,0,0,0,0.541,221,0.221,211,0.211,0,0,11.728,18.372,2.9,2.3,0.043,0.061,0.043,NA,0.08,0.115,0.08,NA
-1382932.64544000000,424150.37720700000,JP-ON-MC004,7,JP,ONJ,mech,4,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.014,-0.236,-0.002,1.594,5183,5.183,7851,7.851,0,0,12.746,NA,3,0,0.181,0.115,0.131,NA,0.34,0.215,0.245,NA
-1382932.64544000000,424150.37720700000,JP-ON-MC004,8,JP,ONJ,mech,4,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.018,-0.183,-0.002,1.469,3198,3.198,5568,5.568,0,0,NA,NA,NA,NA,0.251,0.091,0,NA,0.47,0.17,0,NA
-1382932.64544000000,424150.37720700000,JP-ON-MC004,9,JP,ONJ,mech,4,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.044,-0.247,-0.017,1.733,4191,4.191,2602,2.602,0,0,NA,NA,NA,NA,0.365,0.205,0.149,NA,0.685,0.385,0.28,NA
-1382932.64544000000,424150.37720700000,JP-ON-MC004,10,JP,ONJ,mech,4,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.6,0.355,0.16,NA,1.125,0.665,0.3,NA
-1382932.64544000000,424150.37720700000,JP-ON-MC004,12,JP,ONJ,mech,4,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.029,-0.238,-0.006,1.123,1875,1.875,3125,3.125,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1382932.64544000000,424150.37720700000,JP-ON-MC004,16,JP,ONJ,mech,4,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 403: Wyoming Big Sagebrush,NA,0.108,0.057,0.011,0.018,0.021,0.001,0,0,-0.784,-0.383,-0.438,2.301,7058,7.058,26734,26.734,0,0,NA,NA,NA,NA,1.336,0.299,0.408,NA,2.505,0.56,0.765,NA
-1383050.79759000000,424243.35103700000,JP-ON-MC008,6,JP,ONJ,mech,8,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,10.722,3.42,0.605,1.371,2.083,3.243,0.296,0.169,0,0,0,0.402,221,0.221,0,0,0,0,7.736,9.445,2.1,1.8,0.069,0.149,0.043,NA,0.13,0.28,0.08,NA
-1383050.79759000000,424243.35103700000,JP-ON-MC008,7,JP,ONJ,mech,8,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.015,-0.148,-0.006,1.58,3419,3.419,10479,10.479,0,0,10.792,NA,2.4,0,0.365,0.309,0.12,NA,0.685,0.58,0.225,NA
-1383050.79759000000,424243.35103700000,JP-ON-MC008,8,JP,ONJ,mech,8,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.184,-0.2,-0.078,1.067,3419,3.419,2786,2.786,0,0,NA,NA,NA,NA,0.611,0.221,0.144,NA,1.145,0.415,0.27,NA
