fuelbeds,filename,c_total,c_canopy,c_shrub,c_herb,c_wood,c_llm,c_ground,c_total_f,c_canopy_f,c_shrub_f,c_herb_f,c_wood_f,c_llm_f,c_ground_f,c_total_s,c_canopy_s,c_shrub_s,c_herb_s,c_wood_s,c_llm_s,c_ground_s,c_total_r,c_canopy_r,c_wood_r,c_llm_r,c_ground_r,ch4,co,co2,nmhc,pm,pm10,pm25,e_ch4_f,e_co_f,e_co2_f,e_nmhc_f,e_pm_f,e_pm10_f,e_pm25_f,e_ch4_s,e_co_s,e_co2_s,e_nmhc_s,e_pm_s,e_pm10_s,e_pm25_s,e_ch4_r,e_co_r,e_co2_r,e_nmhc_r,e_pm_r,e_pm10_r,e_pm25_r,c_overstory_crown,c_midstory_crown,c_understory_crown,c_snagc1f_crown,c_snagc1f_wood,c_snagc1_wood,c_snagc2_wood,c_snagc3_wood,c_ladder,c_shrub_1live,c_shrub_2live,c_herb_1live,c_herb_2live,c_piles,c_wood_1hr,c_wood_10hr,c_wood_100hr,c_wood_s1000hr,c_wood_r1000hr,c_wood_s10khr,c_wood_r10khr,c_wood_s+10khr,c_wood_r+10khr,c_stump_sound,c_stump_rotten,c_stump_lightered,c_litter,c_lichen,c_moss,c_upperduff,c_lowerduff,c_basal,c_squirrel,ch4_canopy,ch4_shrub,ch4_herb,ch4_wood,ch4_llm,ch4_ground,co_canopy,co_shrub,co_herb,co_wood,co_llm,co_ground,co2_canopy,co2_shrub,co2_herb,co2_wood,co2_llm,co2_ground,nmhc_canopy,nmhc_shrub,nmhc_herb,nmhc_wood,nmhc_llm,nmhc_ground,pm_canopy,pm_shrub,pm_herb,pm_wood,pm_llm,pm_ground,pm10_canopy,pm10_shrub,pm10_herb,pm10_wood,pm10_llm,pm10_ground,pm25_canopy,pm25_shrub,pm25_herb,pm25_wood,pm25_llm,pm25_ground,heat_total,heat_flaming,heat_smoldering,heat_residual
52024,sobolSamplefb,36.06,7.86,0.5,0.19,17.65,1.21,8.65,13.76,6.71,0.45,0.18,4.47,1.09,0.87,12.56,0.82,0.05,0.02,5.49,0.12,6.06,9.74,0.33,7.68,0.0,1.73,366.79,7578.85,113042.35,263.57,1342.25,976.48,900.1,41.29,1224.81,46804.28,49.54,258.72,158.26,137.62,183.31,3578.24,37301.57,120.53,610.18,460.78,429.39,142.2,2775.8,28936.5,93.5,473.35,357.45,333.1,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.25,0.29,4.74,10.69,0.15,0.0,0.02,0.12,0.0,1.18,0.0,0.03,8.65,0.0,0.0,0.0,36.88,2.06,0.81,205.75,5.02,116.27,924.04,53.9,21.15,4152.53,131.32,2295.9,26224.41,1666.74,653.98,54353.96,4070.01,26073.25,35.16,2.08,0.82,142.57,5.08,77.86,181.88,10.81,4.24,724.33,26.35,394.65,119.25,6.96,2.73,534.91,16.95,295.68,106.32,6.16,2.42,495.26,15.02,274.92,576908648.17,220190664.61,200883586.8,155834396.75
52025,sobolSamplefb,15.64,7.86,0.5,0.19,2.98,1.21,2.91,10.51,6.71,0.45,0.18,1.8,1.09,0.29,3.71,0.82,0.05,0.02,0.67,0.12,2.04,1.42,0.33,0.51,0.0,0.58,106.48,2398.5,50996.13,87.12,447.09,309.27,280.67,31.53,935.37,35743.59,37.84,197.58,120.86,105.1,54.16,1057.31,11022.04,35.61,180.3,136.15,126.88,20.79,405.82,4230.5,13.67,69.2,52.26,48.7,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.4,0.4,0.37,0.0,0.28,0.0,0.02,0.12,0.0,1.18,0.0,0.03,2.91,0.0,0.0,0.0,36.88,2.06,0.81,22.63,5.02,39.08,924.04,53.9,21.15,496.43,131.32,771.66,26224.41,1666.74,653.98,9617.74,4070.01,8763.26,35.16,2.08,0.82,17.8,5.08,26.17,181.88,10.81,4.24,91.16,26.35,132.64,119.25,6.96,2.73,64.0,16.95,99.38,106.32,6.16,2.42,58.35,15.02,92.4,250296604.78,168155675.09,59358028.48,22782901.21
52026,sobolSamplefb,14.09,7.86,0.5,0.19,4.33,1.21,0.0,10.76,6.71,0.45,0.18,2.34,1.09,0.0,2.23,0.82,0.05,0.02,1.22,0.12,0.0,1.1,0.33,0.77,0.0,0.0,80.92,1907.14,46493.07,70.72,364.2,246.01,221.54,32.28,957.65,36595.02,38.74,202.29,123.74,107.6,32.53,634.96,6619.15,21.39,108.28,81.76,76.19,16.11,314.54,3278.9,10.59,53.64,40.5,37.74,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.29,0.4,1.94,0.0,0.17,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.0,0.0,0.0,0.0,36.88,2.06,0.81,36.15,5.02,0.0,924.04,53.9,21.15,776.72,131.32,0.0,26224.41,1666.74,653.98,13877.93,4070.01,0.0,35.16,2.08,0.82,27.57,5.08,0.0,181.88,10.81,4.24,140.92,26.35,0.0,119.25,6.96,2.73,100.11,16.95,0.0,106.32,6.16,2.42,91.62,15.02,0.0,225466090.49,172161230.21,35646703.04,17658157.23
52027,sobolSamplefb,17.01,7.86,0.5,0.19,6.42,1.21,0.83,10.83,6.71,0.45,0.18,2.32,1.09,0.08,3.36,0.82,0.05,0.02,1.77,0.12,0.58,2.82,0.33,2.32,0.0,0.17,122.73,2725.46,55196.95,98.33,504.0,351.39,319.69,32.49,963.88,36833.31,38.99,203.61,124.55,108.3,49.06,957.62,9982.81,32.26,163.3,123.32,114.91,41.18,803.95,8380.83,27.08,137.09,103.53,96.47,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.34,0.31,1.14,2.9,0.2,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.83,0.0,0.0,0.0,36.88,2.06,0.81,66.76,5.02,11.2,924.04,53.9,21.15,1373.91,131.32,221.12,26224.41,1666.74,653.98,20070.62,4070.01,2511.19,35.16,2.08,0.82,47.68,5.08,7.5,181.88,10.81,4.24,242.71,26.35,38.01,119.25,6.96,2.73,177.01,16.95,28.48,106.32,6.16,2.42,163.29,15.02,26.48,272177669.5,173282245.12,53761361.31,45134063.08
52028,sobolSamplefb,17.11,7.86,0.5,0.19,4.85,1.21,2.5,10.8,6.71,0.45,0.18,2.12,1.09,0.25,4.04,0.82,0.05,0.02,1.28,0.12,1.75,2.28,0.33,1.45,0.0,0.5,124.61,2761.09,55485.22,99.51,509.96,355.97,323.99,32.39,960.89,36718.94,38.87,202.97,124.16,107.97,58.98,1151.28,12001.58,38.78,196.32,148.25,138.15,33.24,648.92,6764.7,21.86,110.66,83.56,77.87,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.36,0.34,0.95,1.46,0.21,0.0,0.02,0.12,0.0,1.18,0.0,0.03,2.5,0.0,0.0,0.0,36.88,2.06,0.81,46.22,5.02,33.61,924.04,53.9,21.15,966.95,131.32,663.72,26224.41,1666.74,653.98,15332.57,4070.01,7537.5,35.16,2.08,0.82,33.85,5.08,22.51,181.88,10.81,4.24,172.59,26.35,114.09,119.25,6.96,2.73,124.6,16.95,85.48,106.32,6.16,2.42,114.59,15.02,79.48,273807971.17,172744195.66,64633201.35,36430574.15
52029,sobolSamplefb,21.13,7.86,0.5,0.19,10.4,1.21,0.98,12.98,6.71,0.45,0.18,4.46,1.09,0.1,5.25,0.82,0.05,0.02,3.55,0.12,0.68,2.9,0.33,2.38,0.0,0.2,157.94,3478.17,68368.11,124.98,640.16,448.4,408.55,38.95,1155.49,44155.13,46.74,244.08,149.3,129.83,76.58,1494.97,15584.43,50.36,254.93,192.51,179.4,42.4,827.71,8628.54,27.88,141.15,106.59,99.33,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.24,0.36,7.11,1.01,0.14,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.98,0.0,0.0,0.0,36.88,2.06,0.81,100.02,5.02,13.14,924.04,53.9,21.15,2088.19,131.32,259.56,26224.41,1666.74,653.98,32805.24,4070.01,2947.73,35.16,2.08,0.82,73.03,5.08,8.8,181.88,10.81,4.24,372.26,26.35,44.62,119.25,6.96,2.73,269.08,16.95,33.43,106.32,6.16,2.42,247.55,15.02,31.08,338124117.66,207727766.92,83928271.82,46468078.92
52030,sobolSamplefb,29.67,7.86,0.5,0.19,10.69,1.21,9.22,11.8,6.71,0.45,0.18,2.45,1.09,0.92,10.41,0.82,0.05,0.02,2.95,0.12,6.45,7.46,0.33,5.28,0.0,1.84,296.31,6143.19,93219.35,214.03,1090.32,791.53,729.16,35.39,1050.03,40125.47,42.47,221.8,135.68,117.98,152.03,2967.65,30936.45,99.96,506.06,382.15,356.12,108.89,2125.5,22157.44,71.6,362.45,273.71,255.06,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.4,0.29,0.0,8.12,0.35,0.0,0.02,0.12,0.0,1.18,0.0,0.03,9.22,0.0,0.0,0.0,36.88,2.06,0.81,127.62,5.02,123.91,924.04,53.9,21.15,2565.83,131.32,2446.94,26224.41,1666.74,653.98,32815.72,4070.01,27788.49,35.16,2.08,0.82,87.91,5.08,82.98,181.88,10.81,4.24,446.43,26.35,420.61,119.25,6.96,2.73,330.5,16.95,315.13,106.32,6.16,2.42,306.23,15.02,293.01,474701586.9,188770207.85,166604893.94,119326485.11
52031,sobolSamplefb,14.21,7.86,0.5,0.19,3.6,1.21,0.85,10.55,6.71,0.45,0.18,2.05,1.09,0.09,2.52,0.82,0.05,0.02,0.92,0.12,0.6,1.13,0.33,0.63,0.0,0.17,84.99,1980.24,46746.63,73.06,375.92,255.41,230.45,31.66,939.35,35895.75,38.0,198.42,121.38,105.54,36.86,719.52,7500.66,24.24,122.7,92.65,86.34,16.46,321.38,3350.22,10.83,54.8,41.38,38.57,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.34,0.4,1.13,0.0,0.2,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.85,0.0,0.0,0.0,36.88,2.06,0.81,28.76,5.02,11.45,924.04,53.9,21.15,623.78,131.32,226.04,26224.41,1666.74,653.98,11564.45,4070.01,2567.03,35.16,2.08,0.82,22.24,5.08,7.67,181.88,10.81,4.24,113.79,26.35,38.85,119.25,6.96,2.73,80.41,16.95,29.11,106.32,6.16,2.42,73.46,15.02,27.07,227307751.83,168871502.38,40394000.27,18042249.19
52032,sobolSamplefb,17.81,7.86,0.5,0.19,4.58,1.21,3.47,11.21,6.71,0.45,0.18,2.44,1.09,0.35,4.76,0.82,0.05,0.02,1.32,0.12,2.43,1.85,0.33,0.82,0.0,0.69,130.03,2879.32,57730.23,103.73,531.6,371.22,337.9,33.62,997.32,38111.19,40.34,210.67,128.87,112.06,69.44,1355.59,14131.45,45.66,231.16,174.56,162.67,26.97,526.41,5487.59,17.73,89.77,67.79,63.17,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.28,0.4,2.2,0.0,0.17,0.0,0.02,0.12,0.0,1.18,0.0,0.03,3.47,0.0,0.0,0.0,36.88,2.06,0.81,38.63,5.02,46.62,924.04,53.9,21.15,828.3,131.32,920.6,26224.41,1666.74,653.98,14660.31,4070.01,10454.77,35.16,2.08,0.82,29.37,5.08,31.22,181.88,10.81,4.24,150.07,26.35,158.24,119.25,6.96,2.73,106.76,16.95,118.56,106.32,6.16,2.42,97.74,15.02,110.24,284950271.41,179294043.8,76103388.58,29552839.03
52033,sobolSamplefb,13.69,7.86,0.5,0.19,2.68,1.21,1.25,10.21,6.71,0.45,0.18,1.66,1.09,0.12,2.43,0.82,0.05,0.02,0.55,0.12,0.87,1.05,0.33,0.47,0.0,0.25,81.42,1900.26,45063.45,70.16,361.04,245.1,221.09,30.63,908.78,34727.8,36.76,191.97,117.43,102.11,35.49,692.85,7222.66,23.34,118.15,89.22,83.14,15.3,298.62,3113.0,10.06,50.92,38.45,35.83,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.4,0.4,0.0,0.0,0.35,0.0,0.02,0.12,0.0,1.18,0.0,0.03,1.25,0.0,0.0,0.0,36.88,2.06,0.81,19.85,5.02,16.79,924.04,53.9,21.15,438.2,131.32,331.64,26224.41,1666.74,653.98,8682.06,4070.01,3766.25,35.16,2.08,0.82,15.76,5.08,11.25,181.88,10.81,4.24,80.75,26.35,57.01,119.25,6.96,2.73,56.49,16.95,42.71,106.32,6.16,2.42,51.45,15.02,39.71,219038420.54,163376879.61,38896833.09,16764707.85
52034,sobolSamplefb,20.67,7.86,0.5,0.19,10.91,1.21,0.0,10.9,6.71,0.45,0.18,2.48,1.09,0.0,4.03,0.82,0.05,0.02,3.02,0.12,0.0,5.75,0.33,5.42,0.0,0.0,175.37,3755.1,66099.07,133.05,679.83,483.98,443.2,32.69,969.95,37065.12,39.23,204.89,125.33,108.98,58.77,1147.27,11959.75,38.64,195.64,147.74,137.67,83.91,1637.88,17074.2,55.17,279.3,210.91,196.55,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.4,0.29,0.0,8.34,0.35,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.0,0.0,0.0,0.0,36.88,2.06,0.81,130.6,5.02,0.0,924.04,53.9,21.15,2624.68,131.32,0.0,26224.41,1666.74,653.98,33483.93,4070.01,0.0,35.16,2.08,0.82,89.9,5.08,0.0,181.88,10.81,4.24,456.55,26.35,0.0,119.25,6.96,2.73,338.08,16.95,0.0,106.32,6.16,2.42,313.28,15.02,0.0,330731999.34,174372786.34,64407956.62,91951256.38
52035,sobolSamplefb,23.25,7.86,0.5,0.19,8.02,1.21,5.47,12.78,6.71,0.45,0.18,3.81,1.09,0.55,7.54,0.82,0.05,0.02,2.7,0.12,3.83,2.93,0.33,1.51,0.0,1.09,191.23,4121.99,74577.37,146.54,749.21,531.3,485.95,38.34,1137.41,43464.5,46.01,240.26,146.97,127.8,110.05,2148.15,22393.52,72.36,366.32,276.62,257.78,42.85,836.42,8719.36,28.17,142.63,107.71,100.37,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.24,0.4,5.71,0.0,0.15,0.0,0.02,0.12,0.0,1.18,0.0,0.03,5.47,0.0,0.0,0.0,36.88,2.06,0.81,72.96,5.02,73.5,924.04,53.9,21.15,1540.22,131.32,1451.35,26224.41,1666.74,653.98,25480.11,4070.01,16482.13,35.16,2.08,0.82,54.18,5.08,49.22,181.88,10.81,4.24,276.45,26.35,249.47,119.25,6.96,2.73,198.49,16.95,186.91,106.32,6.16,2.42,182.24,15.02,173.79,372033708.5,204478677.72,120597884.02,46957146.75
52036,sobolSamplefb,26.45,7.86,0.5,0.19,16.11,1.21,0.59,12.23,6.71,0.45,0.18,3.75,1.09,0.06,6.26,0.82,0.05,0.02,4.84,0.12,0.41,7.97,0.33,7.52,0.0,0.12,244.33,5141.73,83849.53,180.56,921.11,662.59,608.69,36.69,1088.54,41596.74,44.03,229.94,140.65,122.31,91.34,1783.04,18587.41,60.06,304.06,229.61,213.96,116.3,2270.16,23665.38,76.47,387.12,292.33,272.42,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.27,0.29,2.8,11.06,0.16,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.59,0.0,0.0,0.0,36.88,2.06,0.81,191.64,5.02,7.91,924.04,53.9,21.15,3855.1,131.32,156.21,26224.41,1666.74,653.98,49460.41,4070.01,1773.99,35.16,2.08,0.82,132.11,5.08,5.3,181.88,10.81,4.24,670.98,26.35,26.85,119.25,6.96,2.73,496.58,16.95,20.12,106.32,6.16,2.42,460.06,15.02,18.71,423239676.67,195691797.77,100100506.12,127447372.77
52037,sobolSamplefb,43.4,7.86,0.5,0.19,22.37,1.21,11.27,13.4,6.71,0.45,0.18,3.85,1.09,1.13,15.43,0.82,0.05,0.02,6.53,0.12,7.89,14.57,0.33,11.99,0.0,2.25,478.14,9741.58,134699.68,336.21,1709.76,1254.97,1159.88,40.21,1192.85,45582.85,48.25,251.97,154.13,134.03,225.21,4396.17,45828.1,148.08,749.66,566.1,527.54,212.73,4152.57,43288.73,139.88,708.12,534.73,498.31,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.37,0.29,0.87,19.1,0.22,0.0,0.02,0.12,0.0,1.18,0.0,0.03,11.27,0.0,0.0,0.0,36.88,2.06,0.81,281.93,5.02,151.44,924.04,53.9,21.15,5620.71,131.32,2990.45,26224.41,1666.74,653.98,68123.62,4070.01,33960.92,35.16,2.08,0.82,191.65,5.08,101.41,181.88,10.81,4.24,972.44,26.35,514.03,119.25,6.96,2.73,723.94,16.95,385.13,106.32,6.16,2.42,671.87,15.02,358.09,694373544.08,214444478.94,246802292.13,233126773.01
52038,sobolSamplefb,14.34,7.86,0.5,0.19,3.12,1.21,1.47,10.43,6.71,0.45,0.18,1.86,1.09,0.15,2.76,0.82,0.05,0.02,0.72,0.12,1.03,1.16,0.33,0.54,0.0,0.29,88.46,2044.22,47097.72,75.14,386.37,263.65,238.22,31.28,927.98,35461.47,37.54,196.02,119.91,104.27,40.26,785.88,8192.47,26.47,134.01,101.2,94.31,16.92,330.35,3443.78,11.13,56.33,42.54,39.64,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.4,0.4,0.53,0.0,0.25,0.0,0.02,0.12,0.0,1.18,0.0,0.03,1.47,0.0,0.0,0.0,36.88,2.06,0.81,23.98,5.02,19.71,924.04,53.9,21.15,524.63,131.32,389.17,26224.41,1666.74,653.98,10062.98,4070.01,4419.6,35.16,2.08,0.82,18.79,5.08,13.2,181.88,10.81,4.24,96.19,26.35,66.9,119.25,6.96,2.73,67.63,16.95,50.12,106.32,6.16,2.42,61.69,15.02,46.6,229494231.18,166828456.13,44119642.76,18546132.29
52039,sobolSamplefb,31.39,7.86,0.5,0.19,15.31,1.21,6.32,14.26,6.71,0.45,0.18,5.21,1.09,0.63,10.55,0.82,0.05,0.02,5.11,0.12,4.43,6.58,0.33,4.99,0.0,1.26,292.81,6149.97,99381.97,215.74,1100.4,792.5,728.3,42.78,1269.25,48502.58,51.34,268.11,164.0,142.61,153.97,3005.56,31331.59,101.24,512.53,387.03,360.67,96.06,1875.17,19547.79,63.16,319.77,241.47,225.02,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.24,0.3,7.98,5.12,0.14,0.0,0.02,0.12,0.0,1.18,0.0,0.03,6.32,0.0,0.0,0.0,36.88,2.06,0.81,163.08,5.02,84.96,924.04,53.9,21.15,3341.82,131.32,1677.73,26224.41,1666.74,653.98,47713.74,4070.01,19053.09,35.16,2.08,0.82,115.7,5.08,56.89,181.88,10.81,4.24,588.73,26.35,288.39,119.25,6.96,2.73,430.54,16.95,216.07,106.32,6.16,2.42,397.48,15.02,200.9,502185767.31,228180341.46,168732912.87,105272512.97
52040,sobolSamplefb,17.76,7.86,0.5,0.19,5.72,1.21,2.28,11.1,6.71,0.45,0.18,2.45,1.09,0.23,4.23,0.82,0.05,0.02,1.63,0.12,1.59,2.42,0.33,1.64,0.0,0.46,130.47,2884.82,57530.94,103.86,532.16,371.92,338.63,33.31,988.09,37758.41,39.97,208.72,127.67,111.02,61.78,1206.03,12572.33,40.62,205.66,155.3,144.72,35.38,690.7,7200.2,23.27,117.78,88.94,82.88,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.29,0.34,1.87,1.51,0.18,0.0,0.02,0.12,0.0,1.18,0.0,0.03,2.28,0.0,0.0,0.0,36.88,2.06,0.81,55.1,5.02,30.59,924.04,53.9,21.15,1150.28,131.32,604.12,26224.41,1666.74,653.98,18055.15,4070.01,6860.65,35.16,2.08,0.82,40.22,5.08,20.49,181.88,10.81,4.24,205.04,26.35,103.84,119.25,6.96,2.73,148.22,16.95,77.8,106.32,6.16,2.42,136.37,15.02,72.34,284117204.95,177634408.63,67706913.46,38775882.87
52041,sobolSamplefb,22.95,7.86,0.5,0.19,9.87,1.21,3.32,13.3,6.71,0.45,0.18,4.55,1.09,0.33,6.77,0.82,0.05,0.02,3.44,0.12,2.32,2.87,0.33,1.88,0.0,0.66,180.73,3932.76,73896.38,140.48,718.84,506.95,462.89,39.91,1183.89,45240.6,47.89,250.08,152.97,133.02,98.86,1929.86,20117.9,65.01,329.09,248.51,231.58,41.96,819.02,8537.88,27.59,139.66,105.47,98.28,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.24,0.4,7.56,0.0,0.14,0.0,0.02,0.12,0.0,1.18,0.0,0.03,3.32,0.0,0.0,0.0,36.88,2.06,0.81,91.33,5.02,44.62,924.04,53.9,21.15,1921.27,131.32,881.08,26224.41,1666.74,653.98,31275.34,4070.01,10005.9,35.16,2.08,0.82,67.45,5.08,29.88,181.88,10.81,4.24,344.1,26.35,151.45,119.25,6.96,2.73,247.58,16.95,113.47,106.32,6.16,2.42,227.46,15.02,105.5,367156958.61,212834325.61,108342778.62,45979854.38
52042,sobolSamplefb,33.6,7.86,0.5,0.19,12.87,1.21,10.97,13.02,6.71,0.45,0.18,3.5,1.09,1.1,12.58,0.82,0.05,0.02,3.89,0.12,7.68,8.0,0.33,5.48,0.0,2.19,339.49,7023.24,105414.21,244.41,1244.82,904.91,833.94,39.06,1158.74,44279.34,46.87,244.77,149.72,130.2,183.61,3584.17,37363.44,120.73,611.2,461.54,430.1,116.82,2280.33,23771.42,76.81,388.86,293.64,273.64,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.26,0.29,3.05,7.57,0.16,0.0,0.02,0.12,0.0,1.18,0.0,0.03,10.97,0.0,0.0,0.0,36.88,2.06,0.81,147.31,5.02,147.4,924.04,53.9,21.15,2982.2,131.32,2910.62,26224.41,1666.74,653.98,39744.73,4070.01,33054.34,35.16,2.08,0.82,102.56,5.08,98.7,181.88,10.81,4.24,521.22,26.35,500.31,119.25,6.96,2.73,384.16,16.95,374.85,106.32,6.16,2.42,355.48,15.02,348.53,537547328.6,208312097.76,201216801.77,128018429.06
52043,sobolSamplefb,14.28,7.86,0.5,0.19,3.86,1.21,0.66,10.61,6.71,0.45,0.18,2.12,1.09,0.07,2.49,0.82,0.05,0.02,1.02,0.12,0.46,1.18,0.33,0.72,0.0,0.13,85.34,1988.95,46977.6,73.39,377.61,256.54,231.46,31.83,944.39,36088.54,38.2,199.49,122.03,106.11,36.3,708.52,7386.01,23.87,120.82,91.24,85.02,17.21,336.04,3503.06,11.32,57.3,43.27,40.32,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.32,0.4,1.32,0.09,0.19,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.66,0.0,0.0,0.0,36.88,2.06,0.81,31.75,5.02,8.82,924.04,53.9,21.15,684.3,131.32,174.23,26224.41,1666.74,653.98,12383.81,4070.01,1978.66,35.16,2.08,0.82,24.33,5.08,5.91,181.88,10.81,4.24,124.38,26.35,29.95,119.25,6.96,2.73,88.2,16.95,22.44,106.32,6.16,2.42,80.67,15.02,20.86,228420371.37,169778501.12,39776533.51,18865336.73
52044,sobolSamplefb,13.63,7.86,0.5,0.19,3.87,1.21,0.0,10.58,6.71,0.45,0.18,2.16,1.09,0.0,2.04,0.82,0.05,0.02,1.04,0.12,0.0,1.01,0.33,0.68,0.0,0.0,76.33,1812.0,45052.29,67.41,347.32,233.75,210.25,31.74,941.49,35977.55,38.08,198.88,121.65,105.79,29.81,581.99,6066.96,19.6,99.24,74.94,69.84,14.78,288.53,3007.78,9.72,49.2,37.15,34.62,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.31,0.4,1.44,0.0,0.19,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.0,0.0,0.0,0.0,36.88,2.06,0.81,31.55,5.02,0.0,924.04,53.9,21.15,681.59,131.32,0.0,26224.41,1666.74,653.98,12437.15,4070.01,0.0,35.16,2.08,0.82,24.26,5.08,0.0,181.88,10.81,4.24,124.04,26.35,0.0,119.25,6.96,2.73,87.85,16.95,0.0,106.32,6.16,2.42,80.32,15.02,0.0,218127358.43,169256332.97,32672965.75,16198059.71
52045,sobolSamplefb,20.23,7.86,0.5,0.19,5.68,1.21,4.8,11.28,6.71,0.45,0.18,2.38,1.09,0.48,5.96,0.82,0.05,0.02,1.59,0.12,3.36,2.99,0.33,1.7,0.0,0.96,164.55,3555.53,64964.76,126.56,647.18,458.3,418.99,33.84,1004.0,38366.16,40.61,212.08,129.73,112.81,87.01,1698.53,17706.47,57.21,289.64,218.72,203.82,43.7,853.0,8892.12,28.73,145.46,109.84,102.36,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.3,0.33,1.63,1.7,0.18,0.0,0.02,0.12,0.0,1.18,0.0,0.03,4.8,0.0,0.0,0.0,36.88,2.06,0.81,55.27,5.02,64.51,924.04,53.9,21.15,1151.26,131.32,1273.85,26224.41,1666.74,653.98,17883.18,4070.01,14466.43,35.16,2.08,0.82,40.21,5.08,43.2,181.88,10.81,4.24,204.94,26.35,218.96,119.25,6.96,2.73,148.34,16.95,164.06,106.32,6.16,2.42,136.53,15.02,152.54,323737417.77,180493540.15,95356307.28,47887570.34
52046,sobolSamplefb,45.17,7.86,0.5,0.19,35.41,1.21,0.0,22.1,6.71,0.45,0.18,13.68,1.09,0.0,14.31,0.82,0.05,0.02,13.3,0.12,0.0,8.76,0.33,8.43,0.0,0.0,403.13,8542.0,143708.61,301.04,1536.71,1100.84,1010.01,66.3,1967.04,75167.53,79.57,415.51,254.17,221.02,208.9,4077.78,42509.07,137.36,695.37,525.1,489.33,127.93,2497.18,26032.01,84.12,425.84,321.57,299.66,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.22,0.3,29.54,3.68,0.13,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.0,0.0,0.0,0.0,36.88,2.06,0.81,358.35,5.02,0.0,924.04,53.9,21.15,7411.58,131.32,0.0,26224.41,1666.74,653.98,111093.47,4070.01,0.0,35.16,2.08,0.82,257.89,5.08,0.0,181.88,10.81,4.24,1313.43,26.35,0.0,119.25,6.96,2.73,954.94,16.95,0.0,106.32,6.16,2.42,880.09,15.02,0.0,722746134.58,353625543.07,228927994.35,140192597.16
